Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1588,HR,43,58640,4,53,40,Yes
EMP1589,Finance,47,46802,14,45,96,Yes
EMP1590,Marketing,45,38294,16,55,95,Yes
EMP1591,Operations,35,46319,15,32,91,No
EMP1592,Sales,22,66774,9,60,46,Yes
EMP1593,IT,45,46090,3,47,100,No
EMP1594,HR,42,102860,20,58,70,No
EMP1595,Finance,31,104602,14,35,43,No
EMP1596,IT,33,78645,18,53,99,Yes
EMP1597,Sales,39,63980,8,33,43,No
EMP1598,Marketing,52,45131,2,41,40,No
EMP1599,Sales,59,87957,7,33,41,No
EMP1600,Operations,39,35739,16,57,47,No
EMP1601,Finance,51,89106,9,32,81,Yes
EMP1602,IT,44,74996,12,35,68,Yes
EMP1603,Finance,50,59524,8,56,57,No
EMP1604,IT,27,36233,12,55,74,No
EMP1605,Marketing,35,97561,2,56,64,No
EMP1606,Finance,55,115055,16,48,96,Yes
EMP1607,Sales,26,76747,2,46,76,No
EMP1608,Marketing,30,40765,15,35,100,No
EMP1609,IT,33,41539,2,43,45,No
EMP1610,Finance,33,107211,5,56,78,Yes
EMP1611,Operations,25,36406,13,47,65,No
EMP1612,Sales,54,85051,1,55,84,Yes
EMP1613,Marketing,47,39748,14,34,49,No
EMP1614,Marketing,27,38845,19,54,46,No
EMP1615,Marketing,43,78856,9,42,81,Yes
EMP1616,Marketing,51,29910,6,38,65,Yes
EMP1617,Marketing,46,30083,13,58,96,Yes
EMP1618,IT,24,87287,9,58,63,Yes
EMP1619,Sales,40,61745,16,57,84,Yes
EMP1620,IT,29,64384,15,54,92,Yes
EMP1621,Operations,47,104295,3,36,68,Yes
EMP1622,Finance,52,92698,12,56,43,No
EMP1623,IT,25,65779,17,42,48,No
EMP1624,Marketing,57,28794,6,36,96,No
EMP1625,HR,36,29334,15,31,98,Yes
EMP1626,IT,38,73280,15,46,65,No
EMP1627,HR,22,56711,12,45,78,No
EMP1628,Finance,58,97264,12,41,50,No
EMP1629,Sales,26,62364,1,42,43,No
EMP1630,Marketing,34,54012,8,51,53,No
EMP1631,Finance,53,27628,1,45,98,Yes
EMP1632,IT,59,26109,8,38,78,No
EMP1633,Sales,38,80549,13,57,62,No
EMP1634,IT,50,64602,17,56,79,Yes
EMP1635,HR,21,92045,12,47,81,Yes
EMP1636,Sales,40,114707,4,45,44,No
EMP1637,Sales,41,61291,9,50,85,No
EMP1638,Operations,40,49688,5,46,88,Yes
EMP1639,HR,59,77965,11,51,48,No
EMP1640,Operations,52,63745,9,59,66,No
EMP1641,Operations,23,101418,19,56,52,No
EMP1642,Operations,35,114957,18,50,90,Yes
EMP1643,Operations,43,91494,10,57,50,No
EMP1644,Marketing,32,63506,4,45,48,No
EMP1645,Operations,56,48995,11,50,45,No
EMP1646,IT,40,80112,11,41,56,No
EMP1647,Finance,28,86674,2,57,80,Yes
EMP1648,Marketing,25,86894,7,46,47,No
EMP1649,Finance,54,64106,14,31,95,No
EMP1650,IT,33,69914,14,48,97,No
EMP1651,Finance,30,66469,6,54,45,No
EMP1652,Operations,32,66079,2,30,68,Yes
EMP1653,IT,57,45766,16,55,88,Yes
EMP1654,IT,48,108032,14,42,67,No
EMP1655,Finance,21,29944,18,36,86,Yes
EMP1656,HR,41,94603,7,30,83,Yes
EMP1657,Operations,36,54657,12,39,48,No
EMP1658,Marketing,58,65123,6,32,92,Yes
EMP1659,Sales,50,93195,20,46,61,No
EMP1660,Operations,29,69922,16,41,88,Yes
EMP1661,Finance,22,54939,8,53,48,No
EMP1662,HR,58,91143,6,33,63,No
EMP1663,HR,45,108928,9,54,74,No
EMP1664,Marketing,24,111765,4,50,93,Yes
EMP1665,Operations,28,79627,15,42,47,No
EMP1666,Finance,30,51934,1,39,66,No
EMP1667,Operations,54,60386,20,49,84,Yes
EMP1668,HR,53,119210,20,33,58,No
EMP1669,HR,52,51037,20,36,89,Yes
EMP1670,Marketing,33,71913,14,39,50,Yes
EMP1671,Finance,34,115204,16,40,55,Yes
EMP1672,Operations,26,39474,19,51,71,Yes
EMP1673,HR,53,34836,4,58,56,No
EMP1674,Finance,39,59619,15,31,46,No
EMP1675,HR,39,72214,11,43,87,Yes
EMP1676,HR,21,43139,6,40,62,No
EMP1677,Marketing,38,37183,12,56,61,No
EMP1678,Finance,46,84839,9,56,64,No
EMP1679,Finance,47,110045,6,33,48,No
EMP1680,HR,31,38593,14,59,77,No
EMP1681,Marketing,49,48758,20,42,89,Yes
EMP1682,HR,29,88318,16,33,96,Yes
EMP1683,HR,25,59290,11,30,85,No
EMP1684,Marketing,57,119866,19,37,82,No
EMP1685,Marketing,54,115209,20,33,67,No
EMP1686,IT,51,70318,13,34,93,No
EMP1687,Marketing,24,26526,6,46,94,Yes
EMP1688,Finance,31,34812,16,40,55,No
EMP1689,Sales,24,91444,8,47,81,Yes
EMP1690,IT,26,85174,15,55,76,No
EMP1691,Finance,49,66426,4,45,87,Yes
EMP1692,HR,46,79046,2,47,75,Yes
EMP1693,HR,59,106142,10,58,72,No
EMP1694,Operations,50,69676,12,56,43,No
EMP1695,Finance,42,98420,20,49,70,No
EMP1696,Sales,49,39945,4,54,82,Yes
EMP1697,Sales,43,108055,10,47,73,Yes
EMP1698,HR,23,46516,16,34,92,Yes
EMP1699,Operations,47,39019,9,49,52,No
EMP1700,Finance,34,84905,7,52,61,No
EMP1701,Finance,23,108000,19,33,89,No
EMP1702,Finance,58,91086,5,60,71,Yes
EMP1703,Operations,24,97512,14,56,77,No
EMP1704,Marketing,32,115677,19,35,86,No
EMP1705,HR,45,111182,20,49,96,Yes
EMP1706,Finance,47,104822,8,38,65,No
EMP1707,Sales,49,42481,5,43,78,No
EMP1708,Operations,53,64179,18,57,60,No
EMP1709,Marketing,34,51330,7,49,85,Yes
EMP1710,Sales,29,118113,6,46,74,No
EMP1711,Sales,28,71168,18,45,77,No
EMP1712,Operations,47,113374,18,39,96,No
EMP1713,HR,54,38955,1,42,49,Yes
EMP1714,HR,33,59993,6,39,83,Yes
EMP1715,HR,39,51738,18,31,62,No
EMP1716,HR,56,54400,18,42,55,No
EMP1717,Operations,39,115824,2,59,64,No
EMP1718,Operations,41,97368,2,30,87,Yes
EMP1719,Marketing,49,54563,12,54,77,No
EMP1720,Marketing,33,50362,10,44,51,No
EMP1721,HR,32,47779,17,33,64,Yes
EMP1722,Sales,56,59634,5,35,77,No
EMP1723,HR,42,86122,5,31,49,No
EMP1724,Marketing,24,106968,20,56,82,Yes
EMP1725,Marketing,56,71934,3,55,85,Yes
EMP1726,IT,32,93236,3,55,72,Yes
EMP1727,Marketing,55,77876,3,41,54,No
EMP1728,Operations,42,68393,12,39,53,No
EMP1729,Marketing,54,87240,18,56,88,No
EMP1730,HR,28,112679,12,44,55,No
EMP1731,Marketing,36,30226,11,42,98,Yes
EMP1732,HR,45,58631,18,53,58,Yes
EMP1733,Marketing,44,92411,17,44,71,Yes
EMP1734,Operations,33,66984,17,32,100,Yes
EMP1735,Marketing,55,25960,3,36,82,Yes
EMP1736,IT,48,38621,7,47,93,Yes
EMP1737,Operations,48,109746,3,53,83,Yes
EMP1738,Finance,42,29965,3,32,43,No
EMP1739,Sales,56,34232,19,56,54,No
EMP1740,Finance,45,84129,13,43,60,Yes
EMP1741,Operations,28,95101,1,50,86,Yes
EMP1742,Operations,58,30965,3,41,99,Yes
EMP1743,Sales,40,104503,3,39,88,No
EMP1744,Finance,46,111602,1,45,50,No
EMP1745,IT,46,96529,10,60,80,Yes
EMP1746,Operations,44,26461,18,57,75,Yes
EMP1747,HR,21,100067,20,42,74,No
EMP1748,HR,40,52532,12,36,66,No
EMP1749,Marketing,30,46096,6,37,79,No
EMP1750,IT,28,48770,19,57,43,No
EMP1751,Marketing,50,109498,18,32,58,No
EMP1752,Sales,27,50875,19,45,100,Yes
EMP1753,IT,36,38113,10,49,44,No
EMP1754,Sales,52,84067,11,49,82,Yes
EMP1755,Marketing,30,99128,19,41,91,Yes
EMP1756,Finance,31,25633,11,37,90,Yes
EMP1757,Operations,48,61264,12,34,83,Yes
EMP1758,Finance,50,83373,12,54,59,No
EMP1759,HR,32,109613,20,32,93,Yes
EMP1760,IT,55,50746,9,53,96,Yes
EMP1761,Operations,25,27441,17,50,41,No
EMP1762,Marketing,46,102337,7,59,42,No
EMP1763,Marketing,55,86879,5,41,65,Yes
EMP1764,Marketing,39,42548,15,46,72,Yes
EMP1765,Sales,53,26388,8,57,91,No
EMP1766,Operations,31,92388,5,44,50,No
EMP1767,Marketing,30,88373,12,31,54,No
EMP1768,IT,25,59649,12,37,42,No
EMP1769,Marketing,44,75868,16,59,69,No
EMP1770,HR,41,38529,17,50,93,Yes
EMP1771,Operations,37,100842,18,48,51,No
EMP1772,Finance,44,102028,3,46,56,No
EMP1773,IT,54,78194,12,56,95,Yes
EMP1774,Finance,59,25864,17,58,48,No
EMP1775,IT,25,92441,9,36,49,No
EMP1776,Sales,59,119018,4,51,54,No
EMP1777,Sales,28,88113,16,45,53,No
EMP1778,Operations,47,27942,8,31,48,No
EMP1779,IT,29,107515,17,31,97,Yes
EMP1780,HR,31,58850,6,46,65,No
EMP1781,Marketing,22,119312,10,60,45,No
EMP1782,Marketing,51,88133,6,37,93,Yes
EMP1783,IT,58,48839,20,51,72,Yes
EMP1784,Operations,42,84437,20,48,44,No
EMP1785,Finance,29,39230,1,36,73,No
EMP1786,Marketing,47,44603,20,33,51,No
EMP1787,Marketing,59,30116,18,46,88,Yes
EMP1788,Finance,29,104098,18,56,40,No
EMP1789,Operations,48,93425,14,41,95,Yes
EMP1790,Marketing,48,55079,16,55,89,Yes
EMP1791,Marketing,57,37807,14,34,56,No
EMP1792,IT,26,62128,20,58,74,No
EMP1793,IT,21,117949,1,48,73,Yes
EMP1794,HR,45,110792,7,52,91,Yes
EMP1795,Sales,27,45287,14,50,77,Yes
EMP1796,Marketing,48,99012,12,49,57,No
EMP1797,Finance,34,79162,18,55,75,No
EMP1798,Sales,56,97733,16,38,59,No
EMP1799,Operations,46,43096,4,53,54,No
EMP1800,Operations,31,38143,7,46,65,No
EMP1801,Marketing,24,46068,13,60,80,Yes
EMP1802,HR,30,86822,20,43,45,Yes
EMP1803,IT,44,35490,20,31,86,Yes
EMP1804,Finance,54,62548,20,31,100,Yes
EMP1805,IT,52,82536,1,36,94,Yes
EMP1806,Marketing,39,50525,2,55,78,No
EMP1807,Operations,35,105634,6,51,42,No
EMP1808,Operations,21,45636,3,38,89,Yes
EMP1809,Operations,46,78143,19,36,73,Yes
EMP1810,Operations,25,36818,18,39,86,No
EMP1811,Marketing,43,70544,9,37,78,No
EMP1812,Finance,46,100354,1,38,51,No
EMP1813,HR,56,34487,17,39,61,No
EMP1814,Marketing,37,95504,19,38,84,Yes
EMP1815,Finance,57,88390,8,54,61,No
EMP1816,Finance,50,101916,1,45,47,No
EMP1817,Finance,35,113724,8,55,60,No
EMP1818,Sales,54,95208,1,52,93,Yes
EMP1819,Sales,26,77288,11,32,75,No
EMP1820,Finance,41,71338,7,58,76,Yes
EMP1821,Operations,33,90404,7,37,87,Yes
EMP1822,Sales,34,55042,7,56,55,No
EMP1823,Sales,30,38983,4,59,45,No
EMP1824,Operations,52,105455,1,54,94,Yes
EMP1825,HR,51,73653,20,40,71,No
EMP1826,Marketing,38,89330,6,54,98,Yes
EMP1827,Finance,35,100584,5,31,73,No
EMP1828,Finance,55,29268,17,41,65,No
EMP1829,IT,50,40776,17,44,60,No
EMP1830,HR,34,74732,19,33,60,No
EMP1831,Sales,32,96901,9,37,57,No
EMP1832,Marketing,42,72962,6,45,67,Yes
EMP1833,Operations,44,72851,13,38,68,Yes
EMP1834,IT,57,114916,8,56,46,No
EMP1835,IT,56,81651,13,36,49,No
EMP1836,Operations,30,86995,1,35,66,No
EMP1837,Operations,54,94990,11,55,71,Yes
EMP1838,Marketing,57,31253,13,33,84,Yes
EMP1839,IT,37,87460,4,44,87,Yes
EMP1840,Sales,44,98446,18,59,91,Yes
EMP1841,HR,47,40890,12,57,83,No
EMP1842,IT,57,100483,18,35,89,Yes
EMP1843,Sales,53,88896,15,58,45,No
EMP1844,Sales,50,107799,5,57,50,No
EMP1845,Sales,47,107742,20,48,65,No
EMP1846,HR,26,46233,11,37,60,No
EMP1847,Sales,38,104349,13,38,96,Yes
EMP1848,Sales,58,93280,15,43,50,No
EMP1849,HR,29,55753,9,60,87,Yes
EMP1850,HR,34,46877,13,33,46,Yes
EMP1851,Finance,56,32055,1,54,65,No
EMP1852,HR,27,59400,20,34,45,No
EMP1853,Finance,40,55062,8,53,58,No
EMP1854,IT,29,94041,6,30,42,No
EMP1855,Sales,51,86235,18,59,57,No
EMP1856,IT,55,48204,19,49,69,No
EMP1857,Operations,57,82013,17,50,80,Yes
EMP1858,Sales,51,95735,8,55,45,No
EMP1859,Sales,47,59053,5,39,40,Yes
EMP1860,IT,43,62586,16,47,40,No
EMP1861,Finance,51,64270,1,54,67,No
EMP1862,Marketing,35,25946,18,41,52,No
EMP1863,Marketing,48,76740,8,35,85,Yes
EMP1864,Finance,45,53913,9,32,67,No
EMP1865,Marketing,38,62313,18,55,57,No
EMP1866,HR,32,42907,10,33,80,Yes
EMP1867,Finance,38,116812,20,45,52,No
EMP1868,IT,24,95119,1,35,46,No
EMP1869,IT,49,26075,8,32,49,Yes
EMP1870,IT,42,80082,10,55,91,Yes
EMP1871,Sales,50,116348,2,40,45,No
EMP1872,IT,24,59931,13,32,74,No
EMP1873,IT,37,75014,1,33,89,Yes
EMP1874,Finance,49,57396,2,36,69,No
EMP1875,HR,54,112294,7,45,64,No
EMP1876,Sales,41,45789,2,53,99,Yes
EMP1877,HR,37,88075,10,36,63,No
EMP1878,Operations,34,39801,8,50,67,Yes
EMP1879,IT,38,101637,4,42,90,Yes
EMP1880,HR,58,115538,16,52,78,Yes
EMP1881,HR,36,45669,16,32,83,Yes
EMP1882,Operations,24,32834,12,50,49,No
EMP1883,HR,29,88942,8,40,75,No
EMP1884,Sales,49,50292,1,52,64,No
EMP1885,IT,37,30175,16,52,68,No
EMP1886,Marketing,52,49874,19,35,74,Yes
EMP1887,Operations,50,61087,20,59,95,Yes
EMP1888,HR,54,45319,15,39,92,Yes
EMP1889,Sales,50,25094,17,42,86,Yes
EMP1890,HR,44,106290,8,40,86,Yes
EMP1891,Marketing,45,49886,17,51,71,No
EMP1892,IT,39,67283,14,50,60,No
EMP1893,Marketing,25,30737,5,35,95,Yes
EMP1894,HR,52,50115,4,31,76,No
EMP1895,Finance,52,93920,20,52,77,Yes
EMP1896,Sales,35,104423,3,30,99,No
EMP1897,Operations,52,35480,15,55,80,Yes
EMP1898,Marketing,47,73374,2,56,79,Yes
EMP1899,HR,25,64833,3,60,53,No
EMP1900,HR,27,55279,18,42,52,No
EMP1901,Operations,36,99714,6,47,87,Yes
EMP1902,Operations,27,108705,19,41,83,Yes
EMP1903,Operations,48,38644,6,55,51,No
EMP1904,Marketing,42,111184,6,47,78,No
EMP1905,Sales,41,97100,11,57,63,No
EMP1906,Operations,48,67395,20,37,76,No
EMP1907,Finance,56,58303,12,60,68,No
EMP1908,Finance,21,29543,10,49,41,No
EMP1909,Sales,21,64365,8,36,94,Yes
EMP1910,Operations,38,97569,17,47,76,No
EMP1911,IT,27,29946,15,41,49,No
EMP1912,Sales,58,57749,8,38,91,Yes
EMP1913,Marketing,46,99588,7,53,44,No
EMP1914,Finance,32,88999,19,56,98,Yes
EMP1915,Operations,40,29898,19,42,45,No
EMP1916,Sales,43,81925,14,59,95,Yes
EMP1917,IT,59,26498,13,31,59,No
EMP1918,Sales,55,99044,5,40,72,No
EMP1919,IT,24,113294,13,44,88,Yes
EMP1920,Marketing,26,54109,14,39,90,Yes
EMP1921,IT,42,35819,16,48,87,Yes
EMP1922,Finance,37,36151,13,46,67,No
EMP1923,IT,29,88035,18,36,71,Yes
EMP1924,Marketing,33,98553,20,53,73,Yes
EMP1925,HR,38,81369,11,51,99,Yes
EMP1926,HR,47,80514,12,41,52,No
EMP1927,Marketing,22,64953,6,41,79,No
EMP1928,Finance,30,82732,2,59,92,Yes
EMP1929,Operations,44,45446,3,33,87,Yes
EMP1930,Marketing,30,62707,1,40,84,No
EMP1931,Sales,49,86759,1,40,53,No
EMP1932,IT,34,96620,17,54,56,No
EMP1933,Marketing,30,116104,1,42,77,No
EMP1934,Marketing,23,58483,6,31,58,No
EMP1935,Operations,38,31957,15,50,100,Yes
EMP1936,Finance,38,111898,12,57,46,Yes
EMP1937,Operations,45,55299,13,46,85,Yes
EMP1938,Sales,52,103263,18,32,51,No
EMP1939,Finance,56,118384,1,31,55,No
EMP1940,Sales,42,89216,13,53,50,Yes
EMP1941,Operations,43,71580,10,37,72,Yes
EMP1942,HR,37,75747,1,60,75,No
EMP1943,IT,30,69798,13,51,48,Yes
EMP1944,Finance,54,113866,20,57,80,Yes
EMP1945,Finance,36,100090,5,43,59,No
EMP1946,Sales,49,96071,5,36,81,Yes
EMP1947,Marketing,33,43102,10,52,85,No
EMP1948,IT,48,44025,19,59,50,No
EMP1949,Marketing,55,119298,4,35,60,No
EMP1950,IT,22,66771,14,60,66,Yes
EMP1951,Operations,38,44917,7,33,48,No
EMP1952,Marketing,38,104377,19,49,54,No
EMP1953,IT,22,72089,3,52,89,Yes
EMP1954,Marketing,59,86441,12,35,94,Yes
EMP1955,Finance,29,46467,7,37,42,No
EMP1956,HR,38,79138,8,53,82,No
EMP1957,IT,25,48209,15,57,79,No
EMP1958,Sales,50,57346,14,42,89,Yes
EMP1959,Operations,45,119398,11,42,79,No
EMP1960,Marketing,59,95275,17,50,96,Yes
EMP1961,HR,54,39328,15,44,92,No
EMP1962,IT,54,95499,13,53,42,No
EMP1963,Marketing,24,49884,10,44,65,No
EMP1964,Sales,50,46821,14,39,79,No
EMP1965,Operations,54,43643,15,56,81,Yes
EMP1966,Operations,53,39833,6,54,77,No
EMP1967,Operations,55,42734,13,43,60,No
EMP1968,IT,50,102373,7,58,69,Yes
EMP1969,Sales,31,119158,4,32,47,No
EMP1970,Operations,44,36181,17,52,64,No
EMP1971,Marketing,31,74634,18,42,42,No
EMP1972,Sales,57,111445,5,35,95,Yes
EMP1973,Operations,24,79995,10,39,86,Yes
EMP1974,Finance,39,107110,6,33,97,Yes
EMP1975,IT,21,106600,9,30,69,No
EMP1976,Finance,55,25753,20,58,71,Yes
EMP1977,Marketing,51,84472,14,44,45,No
EMP1978,HR,36,96741,9,49,80,Yes
EMP1979,IT,24,49227,5,31,81,Yes
EMP1980,IT,23,112424,19,56,78,Yes
EMP1981,HR,24,39272,14,35,50,No
EMP1982,Marketing,59,100010,18,35,69,No
EMP1983,Sales,23,37206,10,40,63,No
EMP1984,HR,48,97151,3,39,70,Yes
EMP1985,Operations,38,68150,17,43,73,Yes
EMP1986,IT,24,39326,19,53,80,Yes
EMP1987,HR,51,119905,20,59,90,No
EMP1988,Sales,48,104802,11,38,73,No
EMP1989,Marketing,43,42001,20,48,71,No
EMP1990,Operations,52,89553,6,58,79,Yes
EMP1991,Sales,33,25207,4,30,69,No
EMP1992,HR,34,105649,14,43,42,No
EMP1993,Marketing,34,26480,7,52,58,No
EMP1994,HR,40,64358,17,47,60,No
EMP1995,HR,42,69742,13,53,76,No
EMP1996,HR,32,50430,11,56,61,No
EMP1997,Finance,51,29660,5,45,49,No
EMP1998,Marketing,42,85616,14,59,87,Yes
EMP1999,Marketing,40,99048,11,47,74,Yes
EMP2000,Marketing,42,71346,3,34,57,No
EMP2001,Sales,45,107118,18,56,50,No
EMP2002,Finance,32,103012,4,57,90,Yes
EMP2003,Operations,41,118040,2,38,66,Yes
EMP2004,IT,44,84232,10,36,73,Yes
EMP2005,HR,44,29901,7,59,45,No
EMP2006,HR,51,90543,5,36,61,No
EMP2007,Operations,54,65679,11,34,89,No
EMP2008,Marketing,29,51894,2,44,64,No
EMP2009,Marketing,28,25538,10,59,42,No
EMP2010,Marketing,26,68684,15,58,42,No
EMP2011,Operations,40,27946,19,54,59,No
EMP2012,IT,41,51287,7,39,57,No
EMP2013,Finance,28,60737,5,35,57,No
EMP2014,Marketing,56,92378,4,36,74,Yes
EMP2015,Sales,38,43554,10,48,55,No
EMP2016,Sales,42,95854,15,31,48,Yes
EMP2017,Operations,24,38884,13,31,45,No
EMP2018,IT,59,102693,15,49,62,No
EMP2019,IT,55,35295,15,48,48,Yes
EMP2020,Operations,50,37748,15,39,83,Yes
EMP2021,Finance,51,55368,8,34,95,No
EMP2022,Sales,44,76390,6,52,98,Yes
EMP2023,Sales,50,88898,1,32,70,Yes
EMP2024,Finance,50,47387,10,54,62,No
EMP2025,IT,53,38491,13,56,85,Yes
EMP2026,Sales,56,110124,3,55,59,No
EMP2027,Finance,58,79190,8,49,55,No
EMP2028,Finance,45,33658,11,36,92,Yes
EMP2029,Finance,48,99345,11,47,84,Yes
EMP2030,Operations,25,118311,19,56,71,Yes
EMP2031,Marketing,50,67647,18,33,92,Yes
EMP2032,Sales,46,34123,20,33,83,No
EMP2033,Finance,41,89788,2,32,53,No
EMP2034,Marketing,21,44231,5,44,74,Yes
EMP2035,Marketing,57,83610,7,36,83,No
EMP2036,Sales,57,114071,10,59,100,No
EMP2037,Operations,43,36703,19,30,79,No
EMP2038,Finance,29,63559,2,41,97,Yes
EMP2039,HR,21,117190,18,56,62,No
EMP2040,Sales,22,55833,14,52,77,Yes
EMP2041,Sales,45,78219,13,43,74,Yes
EMP2042,IT,51,43228,7,47,64,No
EMP2043,Sales,47,45220,10,57,82,Yes
EMP2044,HR,25,109985,1,34,86,No
EMP2045,Operations,48,42796,3,34,81,No
EMP2046,Finance,59,80797,20,35,69,No
EMP2047,Marketing,49,75425,12,37,51,No
EMP2048,HR,57,90294,8,52,72,Yes
EMP2049,Marketing,57,73099,2,31,76,No
EMP2050,Sales,28,101056,16,60,84,Yes
EMP2051,Operations,54,61624,15,46,45,No
EMP2052,Marketing,26,57142,16,50,87,Yes
EMP2053,Operations,25,114662,18,55,77,Yes
EMP2054,HR,42,95127,1,45,69,No
EMP2055,Finance,57,68452,14,41,91,Yes
EMP2056,IT,23,116101,20,53,59,No
EMP2057,Marketing,37,33050,16,48,50,No
EMP2058,Operations,39,106830,1,39,71,Yes
EMP2059,Marketing,25,61418,9,34,79,Yes
EMP2060,Sales,21,39621,20,35,98,Yes
EMP2061,IT,49,73466,6,38,90,Yes
EMP2062,Finance,32,94125,2,40,45,No
EMP2063,Marketing,30,90004,14,54,64,No
EMP2064,Finance,31,52637,19,53,93,Yes
EMP2065,Operations,37,40203,2,35,69,Yes
EMP2066,Sales,51,94798,8,42,83,Yes
EMP2067,Finance,37,44025,17,57,67,Yes
EMP2068,Finance,45,113931,11,60,73,No
EMP2069,HR,27,94637,12,60,94,Yes
EMP2070,Operations,38,68904,9,38,91,Yes
EMP2071,Operations,58,76269,15,54,83,Yes
EMP2072,Operations,58,50549,17,40,83,Yes
EMP2073,IT,41,96776,1,51,40,No
EMP2074,HR,47,37805,17,33,83,Yes
EMP2075,IT,39,58016,7,31,41,No
EMP2076,HR,59,111062,7,60,78,No
EMP2077,Operations,28,36322,20,34,64,No
EMP2078,Operations,57,49217,4,52,51,No
EMP2079,Finance,25,108726,15,59,57,No
EMP2080,Operations,41,58729,6,54,44,No
EMP2081,HR,45,75933,11,31,56,No
EMP2082,Sales,32,82747,3,45,99,Yes
EMP2083,Finance,32,109604,16,33,49,No
EMP2084,Finance,34,105473,4,59,68,No
EMP2085,HR,23,34557,3,48,86,Yes
EMP2086,Finance,22,90234,5,50,80,Yes
EMP2087,HR,45,59922,5,52,61,No
EMP2088,Marketing,21,92552,16,45,67,No
EMP2089,Operations,25,95795,8,30,64,No
EMP2090,Finance,28,99349,18,59,62,No
EMP2091,Sales,46,32234,3,41,74,No
EMP2092,Sales,26,85245,10,50,52,No
EMP2093,HR,45,111603,7,39,84,Yes
EMP2094,HR,43,88766,3,58,80,Yes
EMP2095,IT,29,29679,7,30,86,No
EMP2096,IT,52,75956,3,55,74,No
EMP2097,Finance,55,83891,1,31,61,Yes
EMP2098,Operations,23,78150,4,36,91,Yes
EMP2099,Marketing,50,113877,18,34,87,Yes
EMP2100,HR,23,43558,16,50,41,No
EMP2101,Marketing,23,56808,5,30,51,No
EMP2102,Sales,27,84793,20,35,93,Yes
EMP2103,HR,28,90161,20,55,79,Yes
EMP2104,IT,48,69216,13,40,47,No
EMP2105,Marketing,55,43000,11,56,90,Yes
EMP2106,HR,58,47734,11,32,47,No
EMP2107,Finance,31,116264,12,47,50,No
EMP2108,Marketing,23,42481,4,55,94,Yes
EMP2109,Finance,31,27048,16,32,40,Yes
EMP2110,HR,58,62189,14,52,91,Yes
EMP2111,Finance,29,52021,5,50,57,No
EMP2112,Finance,36,47878,20,52,42,No
EMP2113,Operations,52,105222,3,50,92,Yes
EMP2114,Sales,47,25599,18,37,52,No
EMP2115,Marketing,27,106123,12,57,88,No
EMP2116,Marketing,35,85845,7,38,43,No
EMP2117,IT,51,90210,6,35,82,No
EMP2118,HR,44,62363,7,43,56,No
EMP2119,Finance,23,38686,2,59,74,Yes
EMP2120,HR,52,92489,4,32,97,Yes
EMP2121,Finance,58,100990,11,43,52,No
EMP2122,Sales,35,39435,11,37,46,No
EMP2123,Finance,33,74221,8,32,70,No
EMP2124,HR,48,43997,7,59,79,No
EMP2125,Finance,44,42878,15,53,52,No
EMP2126,Sales,33,69025,5,31,84,Yes
EMP2127,Sales,29,39563,15,44,66,Yes
EMP2128,Sales,35,63687,20,35,90,Yes
EMP2129,Marketing,31,100775,18,57,54,Yes
EMP2130,Marketing,52,53369,19,45,93,Yes
EMP2131,HR,48,57329,8,40,67,No
EMP2132,Marketing,30,100196,1,43,42,Yes
EMP2133,Finance,53,29406,14,46,65,No
EMP2134,Operations,27,84302,16,37,45,No
EMP2135,HR,47,53574,5,41,58,No
EMP2136,HR,22,87886,10,35,85,Yes
EMP2137,Marketing,58,28199,15,44,89,Yes
EMP2138,Operations,46,49241,12,50,69,No
EMP2139,HR,25,75446,11,46,42,No
EMP2140,Sales,55,100396,7,55,83,Yes
EMP2141,Sales,24,92467,12,58,43,No
EMP2142,Sales,50,106151,2,41,63,No
EMP2143,Marketing,25,98499,7,34,61,No
EMP2144,HR,51,101037,7,54,87,Yes
EMP2145,Sales,43,60043,17,51,67,Yes
EMP2146,HR,44,70249,15,45,72,No
EMP2147,HR,51,118038,18,51,92,Yes
EMP2148,Sales,49,106389,12,55,83,No
EMP2149,HR,33,85014,3,32,65,No
EMP2150,Sales,25,39334,6,38,47,No
EMP2151,Finance,30,51772,17,60,80,Yes
EMP2152,Finance,55,42305,16,41,66,No
EMP2153,Operations,22,63209,7,32,41,No
EMP2154,IT,54,109498,11,43,77,Yes
EMP2155,Operations,41,88720,19,51,84,Yes
EMP2156,Marketing,49,85031,10,48,48,No
EMP2157,Sales,31,59079,8,45,63,No
EMP2158,HR,30,71284,10,44,50,No
EMP2159,IT,55,62387,6,35,93,Yes
EMP2160,Operations,30,46135,8,33,42,No
EMP2161,Marketing,29,82788,9,41,51,No
EMP2162,Operations,23,112235,11,41,49,No
EMP2163,Marketing,31,94945,10,33,98,Yes
EMP2164,Finance,30,85036,11,34,40,No
EMP2165,Marketing,53,68421,10,45,97,Yes
EMP2166,Marketing,30,99086,15,40,84,Yes
EMP2167,Finance,23,43274,18,33,59,Yes
EMP2168,Marketing,35,83454,12,32,60,Yes
EMP2169,Operations,33,101471,17,37,90,No
EMP2170,Sales,33,27955,3,47,94,Yes
EMP2171,Operations,26,92081,13,36,71,Yes
EMP2172,Marketing,53,32346,12,42,49,No
EMP2173,Finance,44,75608,12,30,58,No
EMP2174,Sales,49,98535,3,36,86,No
